term_id,query,f1,precision,recall,n_pos,n_neg,q_len,has_brand,main_cat,f1_bin
TERM_3c7a6d9e,infinix,1.0,1.0,1.0,1,5,1,True,elektronik,0.9
TERM_3c7c2b23,karaca ekmek yapma makinesi,1.0,1.0,1.0,3,15,4,True,elektronik,0.9
TERM_3c7efe8d,dolabı,0.9338061465721039,0.9230769230769231,0.8571428571428571,14,70,1,False,ev & mobilya,0.9
TERM_3c7fee8d,oto vites ekipmanı,0.9919783197831978,0.9736842105263158,1.0,37,185,3,False,otomobil & motosiklet,0.9
TERM_3c80af36,elle erkek spor ayakkabı,1.0,1.0,1.0,9,45,4,False,ayakkabı,0.9
TERM_3c855649,mini melissa,0.7,0.5,0.5,2,10,2,True,ayakkabı,0.7
TERM_3c85e4c7,huawei tablet kılıfı,1.0,1.0,1.0,7,35,3,False,elektronik,0.9
TERM_3c86625c,ayna sticker,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,2,False,ev & mobilya,0.9
TERM_3c89689c,atatürk broş,0.9594202898550726,0.875,1.0,7,35,2,False,aksesuar,0.9
TERM_3c89a273,frezya kase,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_3c8aed19,üçlü vazo,1.0,1.0,1.0,4,20,2,False,ev & mobilya,0.9
TERM_3c8c0875,5 yaş dikkat seti,1.0,1.0,1.0,3,15,4,False,kitap,0.9
TERM_3c8d6126,puma 180,1.0,1.0,1.0,1,5,2,True,ayakkabı,0.9
TERM_3c8f936e,500 ml su bardağı,1.0,1.0,1.0,1,5,4,False,ev & mobilya,0.9
TERM_3c91ce3f,sarkap,0.9540757749712974,0.9473684210526315,0.9,20,100,1,True,ev & mobilya,0.9
TERM_3c94d158,salon örtü takımı,0.9604938271604938,1.0,0.875,8,40,3,False,ev & mobilya,0.9
TERM_3c9d9976,würth silikon sprey,1.0,1.0,1.0,3,15,3,True,banyo yapı & hırdavat,0.9
TERM_3c9f29df,elseve saç bakım,0.9530638852672751,0.8571428571428571,1.0,6,30,3,True,kozmetik & kişisel bakım,0.9
TERM_3ca26cb7,rival loves me pudra,1.0,1.0,1.0,2,10,4,True,kozmetik & kişisel bakım,0.9
TERM_3ca2c3cb,arnica blender yedek parça,1.0,1.0,1.0,16,80,4,True,elektronik,0.9
TERM_3ca5488c,wd,0.7339901477832512,0.5,0.6666666666666666,3,15,1,True,elektronik,0.7
TERM_3cacfde3,ayakkabı saklama kutusu,0.9530638852672751,0.8571428571428571,1.0,18,90,3,False,ev & mobilya,0.9
TERM_3cb064b9,tesettür ferace,0.9886355358053471,0.9629629629629629,1.0,52,260,2,True,giyim,0.9
TERM_3cb428b8,protez tırnak makinesi,1.0,1.0,1.0,7,35,3,False,kozmetik & kişisel bakım,0.9
TERM_3cb5dd5d,oyuncu masaüstü bilgisayarı,0.9906682831845401,0.9694656488549618,1.0,127,635,3,False,elektronik,0.9
TERM_3cb88f4b,çocuk ev terliği,0.9190686471296667,0.7931034482758621,0.9583333333333334,24,120,3,False,ayakkabı,0.9
TERM_3cbd0180,koltuk başlıkları,1.0,1.0,1.0,1,5,2,False,ev & mobilya,0.9
TERM_3cc37898,ahlatcı,1.0,1.0,1.0,3,15,1,True,aksesuar,0.9
TERM_3cc3df5a,krem halı,0.9853658536585366,0.975609756097561,0.975609756097561,41,205,2,False,ev & mobilya,0.9
TERM_3cc62607,gold yemek takımı,0.9316239316239316,0.8,1.0,8,40,3,False,ev & mobilya,0.9
TERM_3ccc739b,bilgi sarmal yayınları,0.9776055124892333,0.9285714285714286,1.0,13,65,3,True,kitap,0.9
TERM_3cccf46b,ağ modem,0.9113300492610837,0.75,1.0,3,15,2,False,elektronik,0.9
TERM_3cd1dba0,paşabahçe çay tabağı,1.0,1.0,1.0,10,50,3,True,ev & mobilya,0.9
TERM_3cd1e472,karaca multichef hamur yoğurma makinesi,1.0,1.0,1.0,4,20,5,True,elektronik,0.9
TERM_3cd4aadd,tırnak yapıştırıcısı,1.0,1.0,1.0,9,45,2,False,kozmetik & kişisel bakım,0.9
TERM_3cd51025,26 jant bisiklet maşası,1.0,1.0,1.0,1,5,4,False,ev & mobilya,0.9
TERM_3cd9fa0d,defacto kadın yelek,1.0,1.0,1.0,17,85,3,True,giyim,0.9
TERM_3cdb6f20,sevgiliye doğum günü hediyesi,0.8584298584298584,0.8,0.7272727272727273,11,55,4,False,ev & mobilya,0.7
TERM_3cdbd99b,sandalye ayağı,1.0,1.0,1.0,4,20,2,False,banyo yapı & hırdavat,0.9
TERM_3ce05846,çay şeker tuz,0.8095238095238095,1.0,0.5,2,10,3,False,ev & mobilya,0.7
TERM_3ce16258,cam silme robotu,1.0,1.0,1.0,7,35,3,False,elektronik,0.9
TERM_3ce20446,erkek salopet,1.0,1.0,1.0,5,25,2,False,giyim,0.9
TERM_3ce2e8e7,asics gel kayano 14,1.0,1.0,1.0,2,10,4,True,ayakkabı,0.9
TERM_3ce3355d,daire testere,0.9443413729128014,0.8333333333333334,1.0,5,25,2,False,bahçe & elektrikli el aletleri,0.9
TERM_3ce4f7c9,braun saç şekillendirici,1.0,1.0,1.0,2,10,3,True,elektronik,0.9
TERM_3ce55016,dyson kablosuz süpürge,1.0,1.0,1.0,3,15,3,True,elektronik,0.9
TERM_3ce5cdab,bebek dolap içi düzenleyici,1.0,1.0,1.0,3,15,4,False,ev & mobilya,0.9
TERM_3ce949f3,hm pantolon,0.9779353821907013,1.0,0.9285714285714286,14,70,2,False,giyim,0.9
TERM_3cef6cac,keratin serum,1.0,1.0,1.0,6,30,2,False,kozmetik & kişisel bakım,0.9
TERM_3cf241ae,the purest serum,0.88,0.8,0.8,5,25,3,False,kozmetik & kişisel bakım,0.7
TERM_3cf42952,rani mobilya çok amaçlı dolap,1.0,1.0,1.0,6,30,5,True,ev & mobilya,0.9
TERM_3cf58b34,derimod kadın loafer,1.0,1.0,1.0,17,85,3,True,ayakkabı,0.9
TERM_3cfb9149,süvari mont,1.0,1.0,1.0,10,50,2,True,giyim,0.9
TERM_3cfd7bbb,nyx epic ink eyeliner,1.0,1.0,1.0,3,15,4,False,kozmetik & kişisel bakım,0.9
TERM_3d0751b7,baharat kavanozu,1.0,1.0,1.0,22,110,2,False,ev & mobilya,0.9
TERM_3d099f05,altın renk saat,1.0,1.0,1.0,1,5,3,False,aksesuar,0.9
TERM_3d09d9f4,hünnap bebek bisküvisi,1.0,1.0,1.0,2,10,3,True,süpermarket,0.9
TERM_3d0ee943,laptop,0.983154483629017,0.9456869009584664,1.0,296,1480,1,False,elektronik,0.9
TERM_3d0f2d48,çiçek yüzük,1.0,1.0,1.0,10,50,2,False,aksesuar,0.9
TERM_3d120cc2,dermoskin yüz güneş kremi,1.0,1.0,1.0,3,15,4,True,kozmetik & kişisel bakım,0.9
TERM_3d150d28,kablosuz yaka mikrofonu,1.0,1.0,1.0,7,35,3,False,elektronik,0.9
TERM_3d1be310,robix,0.45454545454545453,0.0,0.0,3,15,1,False,elektronik,0.3
TERM_3d200667,glitter far paleti,1.0,1.0,1.0,6,30,3,False,kozmetik & kişisel bakım,0.9
TERM_3d22544e,pull bear tişört,1.0,1.0,1.0,2,10,3,False,giyim,0.9
TERM_3d23d22e,arçelik mikrodalga,1.0,1.0,1.0,8,40,2,True,elektronik,0.9
TERM_3d270a83,simli bot,1.0,1.0,1.0,6,30,2,False,ayakkabı,0.9
TERM_3d27a089,wee baby biberon,0.9711399711399711,0.9090909090909091,1.0,10,50,3,True,anne & bebek & çocuk,0.9
TERM_3d2e4bb3,şarjlı lamba,0.9488555643251776,0.9411764705882353,0.8888888888888888,18,90,2,False,ev & mobilya,0.9
TERM_3d3235fe,erkek forma,0.9939514909574789,1.0,0.98,50,250,2,False,giyim,0.9
TERM_3d337a3b,adidas copa krampon,1.0,1.0,1.0,12,60,3,True,ayakkabı,0.9
TERM_3d35539a,titreşim önleyici,1.0,1.0,1.0,6,30,2,False,spor & outdoor,0.9
TERM_3d36f9b9,altus buzdolabı,0.9316239316239316,0.8,1.0,4,20,2,True,elektronik,0.9
TERM_3d398bcc,body fantasies,1.0,1.0,1.0,1,5,2,True,kozmetik & kişisel bakım,0.9
TERM_3d3a183a,instax mini 12 film,1.0,1.0,1.0,2,10,4,False,elektronik,0.9
TERM_3d3a27e2,mutfak dekorasyonu,0.9260710223682548,0.8372093023255814,0.9230769230769231,39,195,2,False,ev & mobilya,0.9
TERM_3d3b6d3c,3 yaş hikaye kitabı,1.0,1.0,1.0,3,15,4,False,kitap,0.9
TERM_3d3d285d,buzdolabı düzenleyicisi,0.9642591213700671,0.8888888888888888,1.0,16,80,2,False,ev & mobilya,0.9
TERM_3d420b76,philips robot,0.9530638852672751,0.8571428571428571,1.0,6,30,2,True,elektronik,0.9
TERM_3d468615,mçs valiz,1.0,1.0,1.0,38,190,2,True,aksesuar,0.9
TERM_3d46be4b,olta misinası,0.9631610219845514,0.8857142857142857,1.0,31,155,2,False,spor & outdoor,0.9
TERM_3d4705f4,yapay çiçek vazo,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,3,False,ev & mobilya,0.9
TERM_3d4ca973,sarı bluz,1.0,1.0,1.0,3,15,2,False,giyim,0.9
TERM_3d4f5c05,latte bardağı,1.0,1.0,1.0,8,40,2,False,ev & mobilya,0.9
TERM_3d509952,5 çekmeceli şifonyer,1.0,1.0,1.0,5,25,3,False,ev & mobilya,0.9
TERM_3d569714,binici pantolonu,1.0,1.0,1.0,5,25,2,False,giyim,0.9
TERM_3d590965,bağırsak çalıştırıcı,1.0,1.0,1.0,1,5,2,False,süpermarket,0.9
TERM_3d5ac556,çoklu saksı,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_3d5bf6ec,porland morocco,1.0,1.0,1.0,10,50,2,True,ev & mobilya,0.9
TERM_3d5e5260,guess güneş gözlüğü,1.0,1.0,1.0,33,165,3,True,aksesuar,0.9
TERM_3d5f7609,mutfak dekor,0.9131529263687854,0.8076923076923077,0.9130434782608695,23,115,2,False,ev & mobilya,0.9
TERM_3d60fefb,new balance kahverengi,0.8838709677419355,1.0,0.6666666666666666,3,15,3,True,ayakkabı,0.7
TERM_3d69aa61,oval masa,0.9881880463028585,0.9615384615384616,1.0,25,125,2,False,ev & mobilya,0.9
TERM_3d6ae3af,gold çay bardağı takımı,0.9776055124892333,0.9285714285714286,1.0,13,65,4,False,ev & mobilya,0.9
TERM_3d704ed4,bambu el yüz havlusu,0.9650937297996122,1.0,0.8888888888888888,9,45,4,False,ev & mobilya,0.9
TERM_3d713c4b,jimykey,0.7315789473684211,0.5526315789473685,0.5526315789473685,38,190,1,False,giyim,0.7
TERM_3d720b3f,taş fırın,1.0,1.0,1.0,2,10,2,False,elektronik,0.9
TERM_3d79d020,erkek çocuk yelek,1.0,1.0,1.0,43,215,3,False,giyim,0.9
TERM_3d7f4743,bargello 154,1.0,1.0,1.0,5,25,2,True,kozmetik & kişisel bakım,0.9
TERM_3d83acd9,erkek beyaz bisiklet yaka tişört,1.0,1.0,1.0,6,30,5,False,giyim,0.9
TERM_3d8ac5b7,apple type c,0.45454545454545453,0.0,0.0,1,5,3,True,elektronik,0.3
TERM_3d921292,saç güzelleştirici krem,1.0,1.0,1.0,1,5,3,False,kozmetik & kişisel bakım,0.9
TERM_3d98e488,ceketli elbise,0.8024691358024691,0.7142857142857143,0.625,8,40,2,False,giyim,0.7
TERM_3d9a4562,breathe right,1.0,1.0,1.0,4,20,2,True,süpermarket,0.9
TERM_3d9adef5,wefood sağlıklı atıştırmalıklar,1.0,1.0,1.0,3,15,3,True,süpermarket,0.9
TERM_3d9dff6f,tunca çocuk bisikleti,0.9113300492610837,0.75,1.0,3,15,3,True,spor & outdoor,0.9
TERM_3d9e42de,fanus süsü,1.0,1.0,1.0,2,10,2,False,süpermarket,0.9
TERM_3da17566,altın çerçeve,1.0,1.0,1.0,6,30,2,False,ev & mobilya,0.9
TERM_3da1c278,mango kadın mont,1.0,1.0,1.0,6,30,3,False,giyim,0.9
TERM_3da47758,tır tır,0.45454545454545453,0.0,0.0,2,10,2,False,kozmetik & kişisel bakım,0.3
TERM_3da69a8f,solgar c,1.0,1.0,1.0,5,25,2,True,süpermarket,0.9
TERM_3da69bbf,columbia erkek saat,1.0,1.0,1.0,5,25,3,True,aksesuar,0.9
TERM_3da8c348,diş arası fırçası,1.0,1.0,1.0,4,20,3,False,kozmetik & kişisel bakım,0.9
TERM_3dab2cac,petg filament,1.0,1.0,1.0,6,30,2,False,elektronik,0.9
TERM_3db19cdf,damar otu,1.0,1.0,1.0,7,35,2,False,süpermarket,0.9
TERM_3db265c1,blezır takım,0.9163763066202091,1.0,0.75,4,20,2,False,giyim,0.9
TERM_3dbb197c,tommy hilfiger postacı çanta,1.0,1.0,1.0,8,40,4,True,aksesuar,0.9
TERM_3dbbf344,platinreyon tv sehpa & ünitesi,1.0,1.0,1.0,6,30,5,True,ev & mobilya,0.9
TERM_3dbe8cd3,gta 5 ps4,1.0,1.0,1.0,2,10,3,False,elektronik,0.9
TERM_3dc80c21,piknik masası,1.0,1.0,1.0,7,35,2,False,ev & mobilya,0.9
TERM_3ddfedb2,maybelline new york kaş kalemi & kaş farı,1.0,1.0,1.0,7,35,8,True,kozmetik & kişisel bakım,0.9
TERM_3de00e8d,başörtü,0.9594202898550726,0.875,1.0,7,35,1,False,giyim,0.9
TERM_3de9b929,pinterest saat,1.0,1.0,1.0,4,20,2,False,aksesuar,0.9
TERM_3dec8bae,fahhar gömlek,1.0,1.0,1.0,5,25,2,True,giyim,0.9
TERM_3df64edc,monin kahve şurubu,1.0,1.0,1.0,8,40,3,True,süpermarket,0.9
TERM_3df6da15,kulak çubuğu kutusu,0.8838709677419355,1.0,0.6666666666666666,3,15,3,False,ev & mobilya,0.7
TERM_3df705f7,sokak nöbetçileri,1.0,1.0,1.0,6,30,2,False,kitap,0.9
TERM_3e029e06,neoflam tava,1.0,1.0,1.0,10,50,2,True,ev & mobilya,0.9
TERM_3e02d4c1,oyuncu ekipmanları,0.9184659519855051,0.8421052631578947,0.8888888888888888,18,90,2,False,elektronik,0.9
TERM_3e0cf024,çelik kettle,0.9727272727272728,0.9545454545454546,0.9545454545454546,22,110,2,False,elektronik,0.9
TERM_3e10fea8,kız çanta,0.8557692307692308,1.0,0.6,5,25,2,False,aksesuar,0.7
TERM_3e1183a0,macbook m2,1.0,1.0,1.0,1,5,2,False,elektronik,0.9
TERM_3e12434f,erkek çocuk krampon,0.9847710780644952,0.9625,0.9871794871794872,78,390,3,False,ayakkabı,0.9
TERM_3e16a66f,çekmece içi organizer,0.9859797485256481,0.9545454545454546,1.0,21,105,3,False,ev & mobilya,0.9
TERM_3e16c468,yves saint laurent parfüm,1.0,1.0,1.0,19,95,4,True,kozmetik & kişisel bakım,0.9
TERM_3e1c5a9a,nautica t-shirt,1.0,1.0,1.0,14,70,2,True,giyim,0.9
TERM_3e1d4cf0,xiaomi kulak içi bluetooth kulaklık,1.0,1.0,1.0,1,5,5,True,elektronik,0.9
TERM_3e2179cc,arabada bebek var,0.9530638852672751,0.8571428571428571,1.0,12,60,3,False,otomobil & motosiklet,0.9
TERM_3e23e5b3,banyo havlusu seti,1.0,1.0,1.0,2,10,3,False,ev & mobilya,0.9
TERM_3e26d5d9,paşabahçe yağdanlık,1.0,1.0,1.0,10,50,2,True,ev & mobilya,0.9
TERM_3e274cdd,mouse altlığı,1.0,1.0,1.0,4,20,2,False,elektronik,0.9
TERM_3e2cc61e,under armour kadın ayakkabı,1.0,1.0,1.0,3,15,4,True,ayakkabı,0.9
TERM_3e3038f0,triko tesettür hırka,0.919318691169879,0.7692307692307693,1.0,10,50,3,False,giyim,0.9
TERM_3e306240,banyo havlu,1.0,1.0,1.0,17,85,2,False,ev & mobilya,0.9
TERM_3e313231,1 yaş taç,0.8838709677419355,1.0,0.6666666666666666,3,15,3,False,hobi & eğlence,0.7
TERM_3e31d47c,oxy,0.7333333333333334,0.8,0.4,10,50,1,True,süpermarket,0.7
TERM_3e341d80,kadin uzun kol tişört,0.45454545454545453,0.0,0.0,1,5,4,False,giyim,0.3
TERM_3e34e921,kadın eşortman,0.7636828644501279,0.8333333333333334,0.45454545454545453,11,55,2,False,giyim,0.7
TERM_3e3776c0,kutulu hurç,1.0,1.0,1.0,1,5,2,False,ev & mobilya,0.9
TERM_3e3a759f,gümüş zincir kolye,1.0,1.0,1.0,6,30,3,False,aksesuar,0.9
TERM_3e3abd18,swita kırlent ve kırlent kılıfı,1.0,1.0,1.0,12,60,5,True,ev & mobilya,0.9
TERM_3e3fa0cb,ecenin butiği bot,1.0,1.0,1.0,18,90,3,True,ayakkabı,0.9
TERM_3e40c53f,h&m kadın gömlek,0.934640522875817,1.0,0.8,5,25,3,True,giyim,0.9
TERM_3e42696f,erkek gömleği,1.0,1.0,1.0,9,45,2,False,giyim,0.9
TERM_3e435df5,aqua parfüm,1.0,1.0,1.0,5,25,2,True,kozmetik & kişisel bakım,0.9
TERM_3e4b4e0a,lavoba,0.45454545454545453,0.0,0.0,1,5,1,False,banyo yapı & hırdavat,0.3
TERM_3e57d89c,atatürk tablosu,1.0,1.0,1.0,22,110,2,False,ev & mobilya,0.9
TERM_3e58521d,drift l sakal,1.0,1.0,1.0,1,5,3,False,otomobil & motosiklet,0.9
TERM_3e606df9,erkek bebek panduf,0.9716859716859716,1.0,0.9090909090909091,11,55,3,False,ayakkabı,0.9
TERM_3e616e00,puma erkek spor ayakkabı,0.977940507319796,0.9516908212560387,0.9752475247524752,202,1010,4,True,ayakkabı,0.9
TERM_3e626113,koton siyah etek,1.0,1.0,1.0,9,45,3,True,giyim,0.9
TERM_3e67a44f,araba makyaj aynası,1.0,1.0,1.0,2,10,3,False,ev & mobilya,0.9
TERM_3e6bd28c,balon süs,0.8736842105263158,0.6666666666666666,1.0,2,10,2,False,hobi & eğlence,0.7
TERM_3e6e3e18,bungou stray dogs manga,1.0,1.0,1.0,1,5,4,False,kitap,0.9
TERM_3e6edae3,medine ipeği,1.0,1.0,1.0,12,60,2,False,giyim,0.9
TERM_3e7569bb,irya banyo paspası,1.0,1.0,1.0,12,60,3,True,ev & mobilya,0.9
TERM_3e787c41,tesettür yelek,0.9799954327472026,0.9358974358974359,1.0,73,365,2,False,giyim,0.9
TERM_3e7a0d51,damat kahve tepsisi,0.9504774235313158,0.85,1.0,17,85,3,False,hobi & eğlence,0.9
TERM_3e84989a,puma rs x erkek ayakkabı,1.0,1.0,1.0,2,10,5,True,ayakkabı,0.9
TERM_3e8a687c,akvaryum testleri,1.0,1.0,1.0,3,15,2,False,süpermarket,0.9
TERM_3e9fdd78,ltb gömlek,1.0,1.0,1.0,5,25,2,True,giyim,0.9
TERM_3ea864f9,uzaktan kumandalı kamyon,1.0,1.0,1.0,10,50,3,False,anne & bebek & çocuk,0.9
TERM_3ead807f,erkek yarım bot,1.0,1.0,1.0,6,30,3,False,ayakkabı,0.9
TERM_3eb54f6e,çocuk giyimi,0.6825396825396826,0.38461538461538464,1.0,5,25,2,False,giyim,0.5
TERM_3eb73059,mermer yemek masası,1.0,1.0,1.0,15,75,3,False,ev & mobilya,0.9
TERM_3eb8ab1c,bistro masa,1.0,1.0,1.0,6,30,2,False,ev & mobilya,0.9
TERM_3ebca84d,yüzük takım,1.0,1.0,1.0,7,35,2,False,aksesuar,0.9
TERM_3ebda9b4,armani exchange erkek t-shirt,1.0,1.0,1.0,12,60,4,True,giyim,0.9
TERM_3ec601a9,bioderma sebium hydra,1.0,1.0,1.0,1,5,3,True,kozmetik & kişisel bakım,0.9
TERM_3ec7947c,pdrn serum,1.0,1.0,1.0,4,20,2,False,kozmetik & kişisel bakım,0.9
TERM_3eda779d,flormar makyaj seti,1.0,1.0,1.0,4,20,3,True,kozmetik & kişisel bakım,0.9
TERM_3edddcbe,renkli güneşlik,0.9316239316239316,0.8,1.0,4,20,2,False,ev & mobilya,0.9
TERM_3eed64e5,dil temizleme aparatı,1.0,1.0,1.0,5,25,3,False,kozmetik & kişisel bakım,0.9
TERM_3eefffc7,ph lab cilt bakım seti,1.0,1.0,1.0,1,5,5,True,aksesuar,0.9
TERM_3efc7757,yazı tahtası,0.9711399711399711,0.9090909090909091,1.0,60,300,2,False,kırtasiye & ofis malzemeleri,0.9
TERM_3f07fa43,gaming monitör,1.0,1.0,1.0,38,190,2,False,elektronik,0.9
TERM_3f0839df,madame coco pike,1.0,1.0,1.0,5,25,3,True,ev & mobilya,0.9
TERM_3f0a0f9c,ahşap fotoğraf çerçevesi,0.9827557058326288,0.9444444444444444,1.0,17,85,3,False,ev & mobilya,0.9
TERM_3f0af3e0,atatürk büstü,1.0,1.0,1.0,10,50,2,False,ev & mobilya,0.9
TERM_3f0d1056,siyah yazı tahtası,1.0,1.0,1.0,2,10,3,False,kırtasiye & ofis malzemeleri,0.9
TERM_3f14667c,etek takım abiye,1.0,1.0,1.0,2,10,3,False,giyim,0.9
TERM_3f16df4a,elektrikli çaycı,0.9817038307604345,0.9411764705882353,1.0,16,80,2,False,elektronik,0.9
TERM_3f2409f5,kırmızı koltuk,1.0,1.0,1.0,1,5,2,False,elektronik,0.9
TERM_3f259b95,mikasa moor yemek takımı,1.0,1.0,1.0,6,30,4,True,ev & mobilya,0.9
TERM_3f25df47,sihirli sabun,1.0,1.0,1.0,1,5,2,False,ev & mobilya,0.9
TERM_3f2916b1,ayaklı elbise askısı,0.9898642941607072,1.0,0.9666666666666667,30,150,3,False,ev & mobilya,0.9
TERM_3f2c6382,aynasız makyaj masası,1.0,1.0,1.0,5,25,3,False,ev & mobilya,0.9
TERM_3f2d28e3,philips kablosuz süpürge,1.0,1.0,1.0,7,35,3,True,elektronik,0.9
TERM_3f31b145,bordo kaban,1.0,1.0,1.0,5,25,2,False,giyim,0.9
TERM_3f32e709,anı çerçevesi,0.9406639981163174,0.8235294117647058,1.0,14,70,2,False,ev & mobilya,0.9
TERM_3f35ed86,airpods 3. nesil kılıf,1.0,1.0,1.0,13,65,4,False,elektronik,0.9
TERM_3f3b8bd0,çanta sapı,1.0,1.0,1.0,1,5,2,True,aksesuar,0.9
TERM_3f3e6af6,erkek anahtarlık,0.85,0.75,0.75,4,20,2,False,aksesuar,0.7
TERM_3f3fc909,dikdörtgen güneş gözlüğü,1.0,1.0,1.0,11,55,3,False,aksesuar,0.9
TERM_3f40aef0,baby plus,0.586038961038961,0.36363636363636365,0.23529411764705882,17,85,2,True,anne & bebek & çocuk,0.5
TERM_3f43e268,krep tava,1.0,1.0,1.0,11,55,2,False,ev & mobilya,0.9
TERM_3f43f82c,dimes,1.0,1.0,1.0,10,50,1,True,süpermarket,0.9
TERM_3f44ed68,peluş aslan,0.9463487332339791,1.0,0.8333333333333334,6,30,2,False,anne & bebek & çocuk,0.9
TERM_3f488df2,cam kavonoz,1.0,1.0,1.0,12,60,2,False,ev & mobilya,0.9
TERM_3f49d69d,aslan tablosu,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_3f54f623,herbal essences şampuan,0.9227941176470589,0.7777777777777778,1.0,7,35,3,True,kozmetik & kişisel bakım,0.9
TERM_3f56ce94,kırmızı kurdele toka,1.0,1.0,1.0,21,105,3,False,aksesuar,0.9
TERM_3f583e1a,tom jones,1.0,1.0,1.0,17,85,2,True,aksesuar,0.9
TERM_3f6162fd,sigara ağızlığı filtresi,1.0,1.0,1.0,7,35,3,False,ev & mobilya,0.9
TERM_3f67b8b4,kedi şampuanı,1.0,1.0,1.0,17,85,2,False,süpermarket,0.9
TERM_3f6d5f64,portmanto askı,0.9886355358053471,0.9629629629629629,1.0,26,130,2,False,ev & mobilya,0.9
TERM_3f72969c,viapecia,0.803921568627451,0.75,0.6,5,25,1,True,süpermarket,0.7
TERM_3f76b798,sürahi filtresi,0.9113300492610837,0.75,1.0,3,15,2,False,banyo yapı & hırdavat,0.9
TERM_3f76d675,tcl,0.8392857142857143,0.6,1.0,6,30,1,True,elektronik,0.7
TERM_3f7862e5,haşlama aparatı,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_3f7b0908,pastacılık ekipmanları,0.9027777777777778,1.0,0.7142857142857143,14,70,2,False,ev & mobilya,0.9
TERM_3f7e3530,ranner masa örtüsü,1.0,1.0,1.0,1,5,3,False,ayakkabı,0.9
TERM_3f7e843a,imam gazali kitapları,0.9711399711399711,0.9090909090909091,1.0,10,50,3,False,kitap,0.9
TERM_3f85ee03,kız çocuk botu,1.0,1.0,1.0,1,5,3,False,ayakkabı,0.9
TERM_3f8d013c,bibs emzik kutusu,1.0,1.0,1.0,1,5,3,True,anne & bebek & çocuk,0.9
TERM_3f8d1840,teflon tava,1.0,1.0,1.0,14,70,2,False,ev & mobilya,0.9
TERM_3f984188,bershka pantolon,1.0,1.0,1.0,1,5,2,True,giyim,0.9
TERM_3f9a5de0,decathlon erkek mont,1.0,1.0,1.0,1,5,3,True,giyim,0.9
TERM_3fa47751,taşlı ferace,1.0,1.0,1.0,32,160,2,False,giyim,0.9
TERM_3fa6ef9c,70mai,0.8958333333333334,0.7142857142857143,1.0,5,25,1,True,otomobil & motosiklet,0.7
TERM_3faa4b78,erkek çocuk pantalon,1.0,1.0,1.0,21,105,3,False,giyim,0.9
TERM_3fac307d,typce girişi usb dönüştürücü,0.45454545454545453,0.0,0.0,1,5,4,False,elektronik,0.3
TERM_3fb062c0,papatyalı kolye,1.0,1.0,1.0,4,20,2,False,aksesuar,0.9
TERM_3fb14dcd,saç pensi,1.0,1.0,1.0,11,55,2,False,aksesuar,0.9
TERM_3fba1d62,bal sirkesi,1.0,1.0,1.0,1,5,2,False,süpermarket,0.9
TERM_3fc0de20,baba ayak masa,1.0,1.0,1.0,7,35,3,False,ev & mobilya,0.9
TERM_3fc5a40e,kedi mama su kabı,1.0,1.0,1.0,16,80,4,False,süpermarket,0.9
TERM_3fc6db4e,hemşire bonesi,0.9680662329982259,0.9,1.0,27,135,2,False,banyo yapı & hırdavat,0.9
TERM_3fc7a8bf,prima 3,1.0,1.0,1.0,2,10,2,True,süpermarket,0.9
TERM_3fccc732,vizon etek,1.0,1.0,1.0,1,5,2,False,giyim,0.9
TERM_3fd61f9d,krep şifon şal,1.0,1.0,1.0,13,65,3,False,giyim,0.9
TERM_3fd65d7a,rms zeitmeister saat,1.0,1.0,1.0,20,100,3,True,aksesuar,0.9
TERM_3fd6d4c4,adidas erkek çocuk ayakkabı,0.9842910848549946,1.0,0.9487179487179487,39,195,4,True,ayakkabı,0.9
TERM_3fddfb83,tam otomatik kahve makinesi,1.0,1.0,1.0,33,165,4,False,elektronik,0.9
TERM_3fe74b0f,aile pijama takımı,0.9817038307604345,0.9411764705882353,1.0,16,80,3,False,giyim,0.9
TERM_3fe7a46e,cg angel far,1.0,1.0,1.0,1,5,3,False,otomobil & motosiklet,0.9
TERM_3fe830c9,sonic parti malzemeleri,1.0,1.0,1.0,10,50,3,True,hobi & eğlence,0.9
TERM_3fef7fe1,akordeon kapı,1.0,1.0,1.0,8,40,2,False,banyo yapı & hırdavat,0.9
TERM_3ff3b6ae,deve tabanı,1.0,1.0,1.0,20,100,2,False,bahçe & elektrikli el aletleri,0.9
TERM_3ff6e579,simfer beyaz eşya yedek parça,1.0,1.0,1.0,2,10,5,True,elektronik,0.9
TERM_3ff87cac,karaca elektrikli süpürge,1.0,1.0,1.0,6,30,3,True,ev & mobilya,0.9
TERM_3ffafe8b,wombhobby,0.7802197802197802,0.9230769230769231,0.46153846153846156,26,130,1,True,kırtasiye & ofis malzemeleri,0.7
TERM_3ffd4ed4,çaykur dökme çay,1.0,1.0,1.0,14,70,3,True,süpermarket,0.9
TERM_4005a963,alo çamaşır deterjanı,1.0,1.0,1.0,1,5,3,True,süpermarket,0.9
