term_id,query,f1,precision,recall,n_pos,n_neg,q_len,main_cat
TERM_31bd3a3f,çelik tahta,0.9410714285714286,1.0,0.8181818181818182,11,55,2,ev & mobilya
TERM_21041ea6,kız çocuk svit,0.9410714285714286,1.0,0.8181818181818182,11,55,3,giyim
TERM_49a9227a,su seti,0.9410714285714286,1.0,0.8181818181818182,11,55,2,ev & mobilya
TERM_82205109,erkek çocuk kot pantolon,0.9410714285714286,1.0,0.8181818181818182,22,110,4,giyim
TERM_faea28e9,dekoratif salon aksesuarı,0.9410714285714286,1.0,0.8181818181818182,11,55,3,ev & mobilya
TERM_ba1148b9,yorgan çarşaf yastık kılıfı tek kişilik uyku seti,0.9410714285714286,1.0,0.8181818181818182,11,55,8,ev & mobilya
TERM_d237323f,e kitap,0.9410714285714286,1.0,0.8181818181818182,11,55,2,kitap
TERM_5f517a1a,bebek hediyeliği,0.9410714285714286,1.0,0.8181818181818182,11,55,2,anne & bebek & çocuk
TERM_296835dd,cerruti 1881,0.9412188812078544,0.825,1.0,33,165,2,aksesuar
TERM_a9c40215,catherine arley,0.9412188812078544,0.825,1.0,33,165,2,kozmetik & kişisel bakım
TERM_c5621b16,boya,0.9412643901103289,0.8955223880597015,0.9090909090909091,66,330,1,banyo yapı & hırdavat
TERM_ee246aee,araba telefon tutacağı,0.9415457891318467,0.875,0.9333333333333333,15,75,3,elektronik
TERM_7d41eb29,araç içi oto aksesuar,0.9415457891318467,0.875,0.9333333333333333,15,75,4,otomobil & motosiklet
TERM_754f3775,çocuk ayakkabıları,0.9415457891318467,0.875,0.9333333333333333,15,75,2,ayakkabı
TERM_76c04da0,sleepy ped,0.9415457891318467,0.875,0.9333333333333333,15,75,2,kozmetik & kişisel bakım
TERM_a7ee3b51,honda aksesuar,0.9415457891318467,0.875,0.9333333333333333,15,75,2,otomobil & motosiklet
TERM_65337df2,havuç paça pantolon,0.9415457891318467,0.875,0.9333333333333333,15,75,3,giyim
TERM_a600686a,dalin set,0.9415457891318467,0.875,0.9333333333333333,15,75,2,süpermarket
TERM_915835c9,büyük beden kadın kapitone mont,0.9416282642089093,0.8260869565217391,1.0,19,95,5,giyim
TERM_06b2a07c,ziya kadın ayakkabı,0.9416282642089093,0.8260869565217391,1.0,38,190,3,ayakkabı
TERM_eeb51f15,salon duvar aynası,0.9416282642089093,0.8260869565217391,1.0,19,95,3,ev & mobilya
TERM_e109ba00,muffin kağıdı,0.9416282642089093,0.8260869565217391,1.0,19,95,2,ev & mobilya
TERM_30f9d91d,police,0.9416282642089093,0.8260869565217391,1.0,19,95,1,aksesuar
TERM_9fb0a2dc,mutfak askısı,0.9422799422799423,0.8636363636363636,0.95,20,100,2,ev & mobilya
TERM_c472808c,kabarık abiye,0.942296133039471,0.9333333333333333,0.875,16,80,2,giyim
TERM_27f1d71c,cam filmi,0.942296133039471,0.9333333333333333,0.875,16,80,2,otomobil & motosiklet
TERM_ac44faae,çanta cüzdan,0.942296133039471,0.9333333333333333,0.875,16,80,2,aksesuar
TERM_7d016aff,armani erkek ayakkabı,0.942296133039471,0.9333333333333333,0.875,16,80,3,ayakkabı
TERM_8e19fd4b,berber,0.942296133039471,0.9333333333333333,0.875,16,80,1,kozmetik & kişisel bakım
TERM_076eca13,hediye setleri,0.942296133039471,0.9333333333333333,0.875,16,80,2,hobi & eğlence
TERM_0558c765,ayçiçeği,0.942296133039471,0.9333333333333333,0.875,16,80,1,ev & mobilya
TERM_0e700e9e,dolap düzenleyici,0.942305490899378,0.8918918918918919,0.9166666666666666,36,180,2,ev & mobilya
TERM_58644d3b,erkek çocuk alt ust takım,0.9425616197183099,0.8285714285714286,1.0,29,145,5,giyim
TERM_7306dab3,erkek kol saat,0.9426208322563969,0.9166666666666666,0.8918918918918919,37,185,3,aksesuar
TERM_1881d053,bebek & aktivite oyuncakları,0.9426336375488917,0.8412698412698413,0.9814814814814815,54,270,4,anne & bebek & çocuk
TERM_e1aa567c,hediyelik kolonya şişesi,0.9427087311893667,0.8571428571428571,0.96,25,125,3,hobi & eğlence
TERM_1f6df1bf,diadora,0.9427595208845209,0.8701298701298701,0.9436619718309859,71,355,1,giyim
TERM_b039a3f3,kadın şık gömlek,0.9428571428571428,0.9047619047619048,0.9047619047619048,21,105,3,giyim
TERM_59b79c25,mum kalıbı,0.9428625395476224,0.8548387096774194,0.9636363636363636,55,275,2,ev & mobilya
TERM_1636a467,calvin klein çocuk,0.9429423829945925,1.0,0.8235294117647058,17,85,3,giyim
TERM_5eb89f52,puma kadın siyah ayakkabı,0.9429423829945925,1.0,0.8235294117647058,17,85,4,ayakkabı
TERM_c6e865b8,su geçirmez spor ayakkabı,0.9429898648648649,0.8529411764705882,0.9666666666666667,30,150,4,ayakkabı
TERM_9b92f828,çocuk masal & öykü,0.9431291504895958,0.8782608695652174,0.9351851851851852,108,540,4,kitap
TERM_55775263,elektrikli motor,0.9431776790267357,0.8888888888888888,0.9230769230769231,26,130,2,otomobil & motosiklet
TERM_19ab7aaa,bayan kışlık mont,0.9431776790267357,0.8888888888888888,0.9230769230769231,26,130,3,giyim
TERM_ca03179e,vizon çanta,0.94375,0.90625,0.90625,32,160,2,aksesuar
TERM_96976cfe,venom,0.9438339438339438,1.0,0.8260869565217391,23,115,1,ev & mobilya
TERM_60661bf4,kadın kahverengi saat,0.9438339438339438,1.0,0.8260869565217391,23,115,3,aksesuar
TERM_8fad353b,büyük beden tesettür takım,0.9438339438339438,1.0,0.8260869565217391,23,115,4,giyim
TERM_378d8b9a,şarzli süpürge,0.9438339438339438,1.0,0.8260869565217391,23,115,2,elektronik
TERM_947f7b4d,flar,0.9440888554216867,0.9354838709677419,0.8787878787878788,33,165,1,aksesuar
TERM_01143f3b,yumak ip,0.9443413729128014,0.8333333333333334,1.0,5,25,2,hobi & eğlence
TERM_fe4d18a4,red bull,0.9443413729128014,0.8333333333333334,1.0,5,25,2,süpermarket
TERM_55ffc2d4,havlu kağıtlık,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_c207bc7d,bavul organizer,0.9443413729128014,0.8333333333333334,1.0,10,50,2,ev & mobilya
TERM_34276ce7,islak kuru robot süpürge,0.9443413729128014,0.8333333333333334,1.0,5,25,4,elektronik
TERM_1e6ef2e2,açı yayınları,0.9443413729128014,0.8333333333333334,1.0,10,50,2,kitap
TERM_979e8743,mavi eşofman takımı,0.9443413729128014,0.8333333333333334,1.0,5,25,3,giyim
TERM_979b9650,dekoratif boy aynası,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_71e09e31,3lü duvar saati,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_76bbea92,alt açma bezi,0.9443413729128014,0.8333333333333334,1.0,5,25,3,süpermarket
TERM_54d7df86,duvar dekorları,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_fb250314,zühre trençkot,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_438cfba9,neutrogena ayak kremi,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kozmetik & kişisel bakım
TERM_1f549276,kırışık uzun etek,0.9443413729128014,0.8333333333333334,1.0,10,50,3,giyim
TERM_3563472a,kapak,0.9443413729128014,0.8333333333333334,1.0,5,25,1,ev & mobilya
TERM_a23fa166,boya ölçüm cihazı,0.9443413729128014,0.8333333333333334,1.0,10,50,3,otomobil & motosiklet
TERM_937ac37e,nişan makas,0.9443413729128014,0.8333333333333334,1.0,5,25,2,hobi & eğlence
TERM_29ca3854,duvar poster,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_c4d1b410,şeffaf saksı,0.9443413729128014,0.8333333333333334,1.0,5,25,2,bahçe & elektrikli el aletleri
TERM_6fd26537,kurutma makine,0.9443413729128014,0.8333333333333334,1.0,5,25,2,elektronik
TERM_7ce42a90,çift sevgili saatleri,0.9443413729128014,0.8333333333333334,1.0,5,25,3,aksesuar
TERM_b7bf2de4,k pop demon hunters,0.9443413729128014,0.8333333333333334,1.0,5,25,4,giyim
TERM_92173087,nivea men deep,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kozmetik & kişisel bakım
TERM_c696a9c6,çocuk topuklu,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ayakkabı
TERM_0c96c925,kazak & hırka,0.9443413729128014,0.8333333333333334,1.0,15,75,3,giyim
TERM_b702013c,kız bebek takım,0.9443413729128014,0.8333333333333334,1.0,85,425,3,giyim
TERM_b78a8934,dekoratif mermer,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_70236a2f,erkek kol saati beyaz,0.9443413729128014,0.8333333333333334,1.0,5,25,4,aksesuar
TERM_2d5788a7,çamaşır askılık,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_7020cd8d,asus tuf gaming,0.9443413729128014,0.8333333333333334,1.0,10,50,3,elektronik
TERM_0c37683a,lenovo bilgisayar,0.9443413729128014,0.8333333333333334,1.0,10,50,2,elektronik
TERM_fdae50c9,çocuk odası dekorasyon,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_c5242834,triko ceket,0.9443413729128014,0.8333333333333334,1.0,10,50,2,giyim
TERM_58a77655,pipet koruyucu,0.9443413729128014,0.8333333333333334,1.0,5,25,2,hobi & eğlence
TERM_282c7efa,3lü suluk,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_286f0d2c,düğmeli ceket,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_2d407abf,çocuk eşortman,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_4787b6cb,nyx lip,0.9443413729128014,0.8333333333333334,1.0,5,25,2,kozmetik & kişisel bakım
TERM_41e1c0d9,skip hop bebek bakım çantası,0.9443413729128014,0.8333333333333334,1.0,5,25,5,anne & bebek & çocuk
TERM_6a1e0c04,r.o.c.s. diş fırçası,0.9443413729128014,0.8333333333333334,1.0,10,50,3,kozmetik & kişisel bakım
TERM_04492c60,mama seti,0.9443413729128014,0.8333333333333334,1.0,10,50,2,anne & bebek & çocuk
TERM_2a7744bd,mini dron,0.9443413729128014,0.8333333333333334,1.0,5,25,2,hobi & eğlence
TERM_6a9e356c,mıknatıslı yazı tahtası,0.9443413729128014,0.8333333333333334,1.0,10,50,3,kırtasiye & ofis malzemeleri
TERM_2c4b2543,jbl kablosuz kulaklık,0.9443413729128014,0.8333333333333334,1.0,5,25,3,elektronik
TERM_9a2b27a6,balmumu mum,0.9443413729128014,0.8333333333333334,1.0,15,75,2,ev & mobilya
TERM_99eab4e3,led lambader,0.9443413729128014,0.8333333333333334,1.0,10,50,2,ev & mobilya
TERM_c81098c7,vagonlife suluk ve matara,0.9443413729128014,0.8333333333333334,1.0,5,25,4,kırtasiye & ofis malzemeleri
TERM_044bb346,honor pad x9 tablet kılıfı,0.9443413729128014,0.8333333333333334,1.0,5,25,5,elektronik
TERM_490a2064,loş işık,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_7e79faf6,rgb lambader,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_3f72969c,viapecia,0.9443413729128014,0.8333333333333334,1.0,5,25,1,süpermarket
TERM_037d89a7,simli eşarp,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_ab40f123,ıkea çift kişilik nevresim takımları,0.9443413729128014,0.8333333333333334,1.0,5,25,5,ev & mobilya
TERM_f8784e56,yds bot,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ayakkabı
TERM_1b38b190,dar kesim gömlek,0.9443413729128014,0.8333333333333334,1.0,10,50,3,giyim
TERM_7f3db5cd,elsalı nevresim takımı,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_d90e1efe,araç temizlik seti,0.9443413729128014,0.8333333333333334,1.0,5,25,3,otomobil & motosiklet
TERM_d7f43309,katlanır sünger yatak,0.9443413729128014,0.8333333333333334,1.0,10,50,3,ev & mobilya
TERM_b397acb1,sedef avize,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_0aa717d2,schulzz peluş oyuncak,0.9443413729128014,0.8333333333333334,1.0,5,25,3,anne & bebek & çocuk
TERM_6f074070,5w30,0.9443413729128014,0.8333333333333334,1.0,5,25,1,otomobil & motosiklet
TERM_6f70aaaa,çekmeceli komidin,0.9443413729128014,0.8333333333333334,1.0,10,50,2,ev & mobilya
TERM_40e7889a,xerjoff parfüm,0.9443413729128014,0.8333333333333334,1.0,5,25,2,kozmetik & kişisel bakım
TERM_6dfb61fb,sarı runner,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_9df84863,saç boyama,0.9443413729128014,0.8333333333333334,1.0,5,25,2,kozmetik & kişisel bakım
TERM_4a6ce72d,çerçevesiz gözlük,0.9443413729128014,0.8333333333333334,1.0,5,25,2,aksesuar
TERM_3e3038f0,triko tesettür hırka,0.9443413729128014,0.8333333333333334,1.0,10,50,3,giyim
TERM_37c37c7e,şarjlı el matkabı,0.9443413729128014,0.8333333333333334,1.0,10,50,3,bahçe & elektrikli el aletleri
TERM_497d121f,tchibo kadın,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_81179133,ahşap yuvarlak masa,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_7fb08b6d,vi vet ağda,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kozmetik & kişisel bakım
TERM_915e8238,saç düzleştirici tarak,0.9443413729128014,0.8333333333333334,1.0,10,50,3,elektronik
TERM_37bb8e7f,kaplama kağıdı,0.9443413729128014,0.8333333333333334,1.0,15,75,2,ev & mobilya
TERM_c838a39c,wifi,0.9443413729128014,0.8333333333333334,1.0,10,50,1,elektronik
TERM_f3031a87,organizatör,0.9443413729128014,0.8333333333333334,1.0,10,50,1,ev & mobilya
TERM_f363081c,kuyumcu nurettin altın bileklik,0.9443413729128014,0.8333333333333334,1.0,10,50,4,aksesuar
TERM_19cc4e85,md aspiz flowers,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_efbb79c0,dekor vazo,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_87605eaf,dut fidanı,0.9443413729128014,0.8333333333333334,1.0,5,25,2,bahçe & elektrikli el aletleri
TERM_3b6519ac,kapüşonlu fermuarlı,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_9b613518,akülü araba aküsü,0.9443413729128014,0.8333333333333334,1.0,5,25,3,otomobil & motosiklet
TERM_3a3f0b03,cilt leke kremi,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kozmetik & kişisel bakım
TERM_72f1676c,deri bot,0.9443413729128014,0.8333333333333334,1.0,35,175,2,ayakkabı
TERM_a2ad91d2,magic saver bag,0.9443413729128014,0.8333333333333334,1.0,10,50,3,ev & mobilya
TERM_e316584a,ocak üstü tost,0.9443413729128014,0.8333333333333334,1.0,10,50,3,ev & mobilya
TERM_747cd607,under armour sweatshirt,0.9443413729128014,0.8333333333333334,1.0,20,100,3,giyim
TERM_0e71be8f,anfi,0.9443413729128014,0.8333333333333334,1.0,10,50,1,otomobil & motosiklet
TERM_b580c645,çingene beşiği,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_94d81e15,stihl,0.9443413729128014,0.8333333333333334,1.0,5,25,1,bahçe & elektrikli el aletleri
TERM_983f1444,140x190 yatak,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_fc9e9853,fermuarlı kadın kazak,0.9443413729128014,0.8333333333333334,1.0,5,25,3,giyim
TERM_8a8b7e34,decathlon bot,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ayakkabı
TERM_a9dd309b,şişme ceket,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_f4739c5f,plastik manken,0.9443413729128014,0.8333333333333334,1.0,5,25,2,hobi & eğlence
TERM_c9c5a055,vestel derin dondurucu,0.9443413729128014,0.8333333333333334,1.0,5,25,3,elektronik
TERM_cc9c6755,hp laptop çantası,0.9443413729128014,0.8333333333333334,1.0,5,25,3,elektronik
TERM_9d2d10b1,lgs ders notları,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kitap
TERM_31352efc,molfix 6 bebek bezi,0.9443413729128014,0.8333333333333334,1.0,5,25,4,süpermarket
TERM_06c892c7,stanley mavi,0.9443413729128014,0.8333333333333334,1.0,5,25,2,spor & outdoor
TERM_60b62fee,gelin damat takı kurdelesi,0.9443413729128014,0.8333333333333334,1.0,5,25,4,hobi & eğlence
TERM_c9b8bbfa,başucu lambası,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_9bb66d7f,banyo duvar kağıdı,0.9443413729128014,0.8333333333333334,1.0,10,50,3,ev & mobilya
TERM_f12dbde6,espresso kahve,0.9443413729128014,0.8333333333333334,1.0,15,75,2,süpermarket
TERM_f15d0ad5,deri ayakkabı boyası,0.9443413729128014,0.8333333333333334,1.0,5,25,3,süpermarket
TERM_60bdb814,rc iş makinesi,0.9443413729128014,0.8333333333333334,1.0,5,25,3,hobi & eğlence
TERM_c9c43287,sandisk taşınabilir ssd,0.9443413729128014,0.8333333333333334,1.0,5,25,3,elektronik
TERM_f5347350,süet sneaker,0.9443413729128014,0.8333333333333334,1.0,10,50,2,ayakkabı
TERM_4f08c08e,karaca süpürge,0.9443413729128014,0.8333333333333334,1.0,5,25,2,elektronik
TERM_ee245f09,sılkhome eşarp,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_8478f7c1,anne sütü saklama poşeti,0.9443413729128014,0.8333333333333334,1.0,5,25,4,anne & bebek & çocuk
TERM_684754eb,good & health,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kozmetik & kişisel bakım
TERM_d27ccfa1,pasta duy,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_1a1d0962,kalem organizer,0.9443413729128014,0.8333333333333334,1.0,10,50,2,ev & mobilya
TERM_3810e9a8,çay semaver,0.9443413729128014,0.8333333333333334,1.0,15,75,2,elektronik
TERM_3c3c7a02,çamta,0.9443413729128014,0.8333333333333334,1.0,35,175,1,aksesuar
TERM_d066a6e1,braun ipl,0.9443413729128014,0.8333333333333334,1.0,5,25,2,elektronik
TERM_d0226189,çamaşır makinesi rafı,0.9443413729128014,0.8333333333333334,1.0,5,25,3,ev & mobilya
TERM_65469e60,yves rocher set,0.9443413729128014,0.8333333333333334,1.0,5,25,3,kozmetik & kişisel bakım
TERM_6746fa45,stradivarius ceket,0.9443413729128014,0.8333333333333334,1.0,5,25,2,giyim
TERM_9a77c6e4,plastik kavanoz,0.9443413729128014,0.8333333333333334,1.0,5,25,2,ev & mobilya
TERM_aedb28ec,adidas çocuk giyim,0.9443413729128014,0.8333333333333334,1.0,20,100,3,giyim
TERM_88108a07,puma erkek ayakabı,0.9449300699300699,0.8695652173913043,0.9523809523809523,21,105,3,ayakkabı
TERM_007551ad,kadın kışlık bot,0.9449300699300699,0.8695652173913043,0.9523809523809523,21,105,3,ayakkabı
TERM_21153fcb,new era,0.9449806130246512,0.8350515463917526,1.0,81,405,2,aksesuar
TERM_0a7bc31d,hot wheels premium,0.9450997981610226,0.9516129032258065,0.8676470588235294,68,340,3,anne & bebek & çocuk
TERM_fe9dc439,softshell mont,0.9451114922813035,0.8823529411764706,0.9375,16,80,2,giyim
TERM_6aa01fca,çelik matara,0.9451114922813035,0.8823529411764706,0.9375,16,80,2,kırtasiye & ofis malzemeleri
TERM_47422600,melian,0.9451114922813035,0.8823529411764706,0.9375,16,80,1,ev & mobilya
TERM_a7413689,hediyelik poşet,0.9451114922813035,0.8823529411764706,0.9375,16,80,2,hobi & eğlence
TERM_19d1cdc2,crocs,0.9452665485585441,0.9190751445086706,0.8983050847457628,177,885,1,ayakkabı
TERM_494f0a6e,erkek oversize pantolon,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,3,giyim
TERM_8281c96a,kuran rahlesi,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,2,ev & mobilya
TERM_cf58650e,hediye çiçek,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,2,hobi & eğlence
TERM_eee13535,erkek el çanta,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,3,aksesuar
TERM_f64149f3,buz makinesi,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,2,elektronik
TERM_7db04c51,bebek oyun halısı,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,3,anne & bebek & çocuk
TERM_82616a87,kadın swetshirt,0.9454545454545454,0.9090909090909091,0.9090909090909091,22,110,2,giyim
TERM_59c5a120,galatasaray erkek sweatshirt,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,3,giyim
TERM_0f77b06f,yağlı boya fırça seti,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,4,kırtasiye & ofis malzemeleri
TERM_a16b164c,tıraş losyonları,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,2,kozmetik & kişisel bakım
TERM_0b4fdd5b,clear,0.9454545454545454,0.9090909090909091,0.9090909090909091,11,55,1,kozmetik & kişisel bakım
TERM_b48934ea,kinetix erkek ayakkabı,0.9456053067993366,0.8367346938775511,1.0,41,205,3,ayakkabı
TERM_f3748ac6,erkek plaj terliği,0.9456486573924296,0.9259259259259259,0.8928571428571429,28,140,3,ayakkabı
TERM_303c9d56,bod,0.9457735247208932,0.9375,0.8823529411764706,17,85,1,otomobil & motosiklet
TERM_cbc9df5c,yeni doğan kız bebek,0.9457735247208932,0.9375,0.8823529411764706,17,85,4,giyim
TERM_a8c0a7dc,nike eşofman altı,0.9458429445391636,0.8461538461538461,0.9871794871794872,78,390,3,giyim
TERM_a9ea0250,kız çocuk crop,0.9459247648902821,0.9523809523809523,0.8695652173913043,23,115,3,giyim
TERM_5d1e9917,kadın sipor ayakabı,0.9459247648902821,0.9523809523809523,0.8695652173913043,23,115,3,ayakkabı
TERM_88938780,erkek hakiki deri mont,0.9460708782742682,0.967741935483871,0.8571428571428571,35,175,4,giyim
TERM_6befd3aa,poly jel,0.9463487332339791,1.0,0.8333333333333334,12,60,2,kozmetik & kişisel bakım
TERM_40f6a4d2,gümüş baget yüzük,0.9463487332339791,1.0,0.8333333333333334,6,30,3,aksesuar
TERM_80adb024,dolap içi raylı çekmece,0.9463487332339791,1.0,0.8333333333333334,6,30,4,ev & mobilya
TERM_824f4c24,erkek deniz terliği,0.9463487332339791,1.0,0.8333333333333334,12,60,3,ayakkabı
TERM_8f215751,isdin,0.9463487332339791,1.0,0.8333333333333334,6,30,1,kozmetik & kişisel bakım
TERM_3f44ed68,peluş aslan,0.9463487332339791,1.0,0.8333333333333334,6,30,2,anne & bebek & çocuk
TERM_50d0832f,et makinesi,0.9463487332339791,1.0,0.8333333333333334,6,30,2,elektronik
TERM_4176908d,kalpli kek kalıbı,0.9463487332339791,1.0,0.8333333333333334,6,30,3,ev & mobilya
TERM_0b62bd19,loreal nemlendirici,0.9463487332339791,1.0,0.8333333333333334,6,30,2,kozmetik & kişisel bakım
TERM_c01ca6e1,vileda yedek mop,0.9463487332339791,1.0,0.8333333333333334,6,30,3,süpermarket
TERM_02cf7894,kız bebek ayakkabısı,0.9463487332339791,1.0,0.8333333333333334,24,120,3,ayakkabı
TERM_fb40156c,sinbo kahve makinesi,0.9463487332339791,1.0,0.8333333333333334,6,30,3,elektronik
TERM_c3b54fdb,mavi kemer,0.9463487332339791,1.0,0.8333333333333334,6,30,2,aksesuar
TERM_93b78036,hankook,0.9463487332339791,1.0,0.8333333333333334,6,30,1,otomobil & motosiklet
TERM_df67924e,tesetür ikili takım,0.9463487332339791,1.0,0.8333333333333334,6,30,3,giyim
TERM_96fd6a23,the north face erkek bot,0.9463487332339791,1.0,0.8333333333333334,6,30,5,ayakkabı
TERM_fe3ba542,tekne kamışı,0.9463487332339791,1.0,0.8333333333333334,6,30,2,spor & outdoor
TERM_e224517a,hazır mutfak,0.9463487332339791,1.0,0.8333333333333334,6,30,2,ev & mobilya
TERM_e908cd73,gillette mach 3,0.9463487332339791,1.0,0.8333333333333334,6,30,3,kozmetik & kişisel bakım
TERM_492df87b,sc egzoz,0.9463487332339791,1.0,0.8333333333333334,6,30,2,otomobil & motosiklet
TERM_22815fbe,barbie çanta,0.9463487332339791,1.0,0.8333333333333334,6,30,2,aksesuar
TERM_d711aa07,küçük boy,0.9463487332339791,1.0,0.8333333333333334,6,30,2,kozmetik & kişisel bakım
TERM_401515b2,bej rengi halı,0.9463487332339791,1.0,0.8333333333333334,6,30,3,ev & mobilya
TERM_6d8c2bbe,kadın şık spor ayakkabı,0.9463487332339791,1.0,0.8333333333333334,12,60,4,ayakkabı
TERM_227e545d,kız ayakkabısı,0.9463487332339791,1.0,0.8333333333333334,6,30,2,ayakkabı
TERM_1c1d04fa,miele elektrik süpürgesi,0.9463487332339791,1.0,0.8333333333333334,6,30,3,elektronik
TERM_1f9e0e60,spiderman eldiveni,0.9463487332339791,1.0,0.8333333333333334,6,30,2,aksesuar
TERM_6d51d734,yap boz,0.9463487332339791,1.0,0.8333333333333334,6,30,2,anne & bebek & çocuk
TERM_a54ef76d,arçelik tost makinası,0.9463487332339791,1.0,0.8333333333333334,6,30,3,elektronik
TERM_7d6ce6b8,kids abiye elbise,0.9463487332339791,1.0,0.8333333333333334,6,30,3,giyim
TERM_357b50f9,tırnak eti pensi,0.9463487332339791,1.0,0.8333333333333334,6,30,3,kozmetik & kişisel bakım
TERM_2e7563ef,lehim makinası,0.9463487332339791,1.0,0.8333333333333334,12,60,2,banyo yapı & hırdavat
TERM_0d07e413,bayan kısa kollu tişört,0.9463487332339791,1.0,0.8333333333333334,6,30,4,giyim
TERM_0cd5b9a4,bisiklet led,0.9463487332339791,1.0,0.8333333333333334,6,30,2,spor & outdoor
TERM_b5289ddc,dr.beckmann,0.9463487332339791,1.0,0.8333333333333334,6,30,1,süpermarket
TERM_7a17593c,spider,0.9463487332339791,1.0,0.8333333333333334,18,90,1,ev & mobilya
TERM_2358eaae,lego speed champions,0.9463487332339791,1.0,0.8333333333333334,6,30,3,anne & bebek & çocuk
TERM_717d3335,plastik kapaklı sepet,0.9463487332339791,1.0,0.8333333333333334,6,30,3,ev & mobilya
TERM_df602faa,qvize,0.9463487332339791,1.0,0.8333333333333334,6,30,1,ev & mobilya
TERM_17233be9,fenerbahçe çocuk forması,0.9463487332339791,1.0,0.8333333333333334,6,30,3,giyim
TERM_07858fba,kadın kahverengi kot pantolon,0.9463487332339791,1.0,0.8333333333333334,12,60,4,giyim
TERM_66655272,saç nem,0.9463487332339791,1.0,0.8333333333333334,6,30,2,kozmetik & kişisel bakım
TERM_f548aa15,siyah sitiletto,0.9463487332339791,1.0,0.8333333333333334,6,30,2,ayakkabı
TERM_44a9a21d,renkli bayan spor ayakkabı,0.9463487332339791,1.0,0.8333333333333334,6,30,4,ayakkabı
TERM_62223484,ahşap banyo düzenleyici,0.9463487332339791,1.0,0.8333333333333334,6,30,3,ev & mobilya
TERM_06332577,14 ayar,0.9463487332339791,1.0,0.8333333333333334,12,60,2,aksesuar
TERM_0638ba0e,elektrikli scooter aksesuarları,0.9463487332339791,1.0,0.8333333333333334,6,30,3,spor & outdoor
TERM_b04b38ea,makita matkap,0.9463487332339791,1.0,0.8333333333333334,6,30,2,bahçe & elektrikli el aletleri
TERM_63372f46,dolap işığı,0.9463487332339791,1.0,0.8333333333333334,6,30,2,hobi & eğlence
TERM_62f3f921,peynir sunumu,0.9463487332339791,1.0,0.8333333333333334,12,60,2,ev & mobilya
